,Name,Birthday,Place_of_birth,Weight,Height,Reach,Stance,Total Fights,Wins,Wins by KO,Losses,Draws,No Contests,Sex,Height_cm,Reach_cm,Country,Nationality,Sign,Weight_class
1340,Julien Lorcy,1972-04-12,"Argenteuil, France",Lightweight,,,,62,56,40,4,2,0,M,,,France,French,Aries,lightweight
1341,Stefano Zoff,1966-03-17,"Monfalcone, Italy",Lightweight,"1,75 m",,Orthodox,58,43,17,12,3,0,M,175,,Italy,Italian,Pisces,lightweight
1342,Gilberto Serrano,1970-03-19,"Caracas, Venezuela",Lightweight,,,,27,20,17,6,1,,M,,,Venezuela,Venezuelan,Pisces,lightweight
1343,Takanori Hatakeyama,1975-07-28,"Aomori, Japan",Super-featherweight/Lightweight,5 ft 8 in (173 cm),,Orthodox,29,24,19,2,3,,M,173 ,,Japan,Japanese,Leo,super featherweight
1344,Raúl Horacio Balbi,1973-10-07,"Buenos Aires, Argentina",Light Welterweight/Lightweight,5 ft 7 in (1.70 m),,,68,55,38,11,2,,M,170 ,,Argentina,Argentine,Libra,lightweight
1345,Leonard Doroftei,1970-04-10,"Ploieşti, Romania[1]",Lightweight/Light welterweight,1.63 m (5 ft 4 in),,Orthodox,24,22,8,1,1,,M,163 ,,Romania,Romanian,Aries,lightweight
1346,Lakva Sim,1972-03-10,"Ulaanbaatar, Mongolian People's Republic",Super-featherweight/Lightweight,5 ft 7 in (170 cm)[1],,Orthodox,26,21,18,4,1,,M,170 ,,Mongolia,Mongolian,Pisces,super featherweight
1347,Paulus Moses,1978-06-04,"Okapya, Namibia",Lightweight,1.73 m (5 ft 8 in),184 cm (72 in),Orthodox,47,40,25,6,,1,M,173 ,182.9,Namibia,Namibian,Gemini,lightweight
1348,Richar Abril,1982-08-10,Cuba,Lightweight,,,Orthodox,24,20,8,3,1,,M,,,Cuba,Cuban,Leo,lightweight
1349,Darleys Pérez,1983-09-14,"San Pedro de Urabá, Antioquia, Colombia",Lightweight/Light welterweight,5 ft 7 in (170 cm),70 in (178 cm),,41,34,22,5,2,,M,170 ,178,Colombia,Colombian,Virgo,lightweight
1350,Anthony Crolla,1986-11-16,"Manchester, England",Super featherweight/Lightweight,5 ft 8+1⁄2 in (174 cm),67 in (170 cm),Orthodox,45,35,13,7,3,,M,174 ,170,England,British,Scorpio,super featherweight
1351,Yusuke Kobori,1981-10-11,"Yotsukaidō, Chiba, Japan",Lightweight,5 ft 7+1⁄2 in (171 cm),,,27,23,12,3,1,0,M,171 ,,Japan,Japanese,Libra,lightweight
1352,Brandon Ríos,1986-04-29,"Lubbock, Texas, U.S.[1]",Lightweight/Light welterweight/Welterweight,5 ft 8 in (173 cm),68 in (173 cm),Orthodox,41,35,26,5,1,,M,173 ,173,USA,American,Taurus,lightweight
1353,Frankie Klick,1907-05-05,"San Francisco, California, U.S.",Junior Lightweight/Lightweight,5 ft 5 in (1.65 m),67.5 in (171 cm),Orthodox,126,86,25,26,13,1,M,165 ,171,USA,American,Taurus,lightweight
1354,Harold Gomes,1933-08-22,"Providence, Rhode Island, United States",Super featherweight/Featherweight,5 ft 5 in (165 cm),,Orthodox,60,50,24,10,0,,M,165 ,,USA,American,Leo,featherweight
1355,Choi Yong-soo,,,,1.84 m (6 ft 1⁄2 in),,,,,,,,,M,184 ,,,,Sagittarius,
1356,Baek Jong-kwon,1971-11-07,"Jinju, Gyeongsangnam-do, South Korea",Super featherweight,,,,25,23,20,1,1,0,M,,,South Korea,South Korean,Scorpio,super featherweight
1357,Yodsanan Sor Nanthachai,1974-08-17,,Super featherweight/Flyweight/Bantamweight,1.68 m (5 ft 6 in),,Southpaw,,4,,1,1,,M,168 ,,,,Leo,flyweight
1358,Vicente Mosquera,1979-12-09,"Panama City, Panama",Super featherweight,,,Orthodox,37,33,18,3,1,0,M,,,Panama,Panamanian,Capricorn,super featherweight
1359,Takashi Uchiyama,1979-11-10,"Nagasaki Prefecture,[3][4] Japan",Super-featherweight,5 ft 7.5 in (171 cm),71.5 in (182 cm),Orthodox,27,24,20,2,1,,M,171 ,182,Japan,Japanese,Scorpio,super featherweight
1360,Jezreel Corrales,1991-07-12,"San Miguelito, Panama",Featherweight/Super featherweight,5 ft 6 in (168 cm),67 in (170 cm),Southpaw,32,26,10,5,,1,M,168 ,170,Panama,Panamanian,Cancer,featherweight
1361,Alberto Machado,1990-09-09,"Río Piedras, Puerto Rico",Super featherweight/Lightweight,5 ft 10 in (178 cm),72 in (183 cm),Southpaw,27,23,19,4,,,M,178 ,183,Puerto Rico,American(Puerto Rican),Virgo,super featherweight
1362,Andrew Cancio,1988-10-21,"Blythe, California, U.S.",Featherweight/Super featherweight,5 ft 6 in (168 cm),68 in (173 cm),Orthodox,28,21,16,5,2,,M,168 ,173,USA,American,Libra,featherweight
1363,Roger Gutiérrez,1995-04-11,"Maracaibo, Venezuela",Super featherweight/Lightweight,5 ft 8 in (173 cm)[1],69+1⁄2 in (177 cm)[1],Orthodox,34,27,20,6,1,,M,173 ,177,Venezuela,Venezuelan,Aries,super featherweight
1364,Lamont Roach Jr.,1995-08-18,"Washington, D.C., U.S.",Super featherweight,5 ft 7 in (1.70 m),68 in (173 cm),,26,24,9,1,1,,M,170 ,173,USA,American,Leo,super featherweight
1365,Javier Fortuna,1989-07-15,"La Romana, Dominican Republic",Featherweight/Super featherweight/Lightweight/Light welterweight,5 ft 7 in (170 cm)[1],68 in (173 cm)[1],Southpaw,44,37,26,4,1,2,M,170 ,173,Dominican Republic,Dominican,Cancer,featherweight
1366,Jason Sosa,1988-03-10,"Camden, New Jersey, U.S.",Super featherweight,5 ft 5 in (165 cm),67 in (170 cm),Orthodox,31,23,16,4,4,,M,165 ,170,USA,American,Pisces,super featherweight
1367,René Alvarado,1989-02-15,"Managua, Nicaragua",Super bantamweight/Featherweight/Super featherweight,5 ft 7 in (170 cm),72 in (183 cm),Orthodox,47,33,22,14,,,M,170 ,183,Nicaragua,Nicaraguan,Aquarius,super bantamweight
1368,Petey Scalzo,1917-08-01,"Brooklyn, New York",Featherweight,5 ft 5 in (1.65 m),5 ft 6.5 in (1.69 m),Orthodox,112,90,48,15,6,1,M,165 ,169,USA,American,Leo,featherweight
1369,Richie Lemos,1920-02-07,"Los Angeles, California",Light Welterweight/Lightweight/Featherweight,5 ft 5 in (170 cm),72 in (183 cm),Southpaw,81,55,26,23,3,,M,170 ,183,USA,American,Aquarius,featherweight
1370,Jackie Wilson,1934-06-09,,,,,,,,,,,,M,,,,,Gemini,
1371,Jackie Callura,1917-09-14,"Hamilton, Ontario",,,,,,,,,,,M,,,Canada,Canadian,Virgo,
1372,Phil Terranova,,,Featherweight,5 ft 2 in (1.57 m),,,99,67,29,21,11,0,M,157 ,,,,Sagittarius,featherweight
1373,Sal Bartolo,,,Featherweight,5 ft 6 in (1.68 m),,,97,74,16,18,5,,M,168 ,,,,Sagittarius,featherweight
1374,Raul Rojas,,,Featherweight,1.63 m (5 ft 4 in),1.57 m (5 ft 2 in),,47,38,24,7,2,,M,163 ,127,,,Sagittarius,featherweight
1375,Shozo Saijo,1947-01-28,"Saitama, Japan",Featherweight,171 cm (5 ft 7 in),,Orthodox,38,29,8,7,2,,M,171 ,,Japan,Japanese,Aquarius,featherweight
1376,Ernesto Marcel,1948-05-23,"Colón, Panama",Bantamweight/Featherweight,168 cm (5 ft 6 in),173 cm (68 in),Orthodox,46,40,23,4,2,,M,168 ,172.7,Panama,Panamanian,Gemini,bantamweight
1377,Cecilio Lastra,1951-08-12,"Santander, Spain",Featherweight,5 ft 5 in (1.65 m),,Southpaw,54,39,24,13,2,0,M,165 ,,Spain,Spanish,Leo,featherweight
1378,Park Yong-kyun,1967-08-16,"Seoul, South Korea",Featherweight,1.70 m (5 ft 7 in),,Orthodox,32,28,16,3,1,,M,170 ,,South Korea,South Korean,Leo,featherweight
1379,Eloy Rojas,1967-03-25,"Caracas, Venezuela",Featherweight,1.68 m (5 ft 6 in),,Orthodox,47,40,28,5,2,,M,168 ,,Venezuela,Venezuelan,Aries,featherweight
1380,Wilfredo Vázquez,1960-08-02,"Bayamón, Puerto Rico",Bantamweight/Super bantamweight/Featherweight/Lightweight,5 ft 5 in (165 cm)[1],63 in (160 cm)[1],Orthodox,68,56,41,9,2,1,M,165 ,160,Puerto Rico,American(Puerto Rican),Leo,bantamweight
1381,Freddie Norwood,1970-02-14,"Saint Louis, Missouri, U.S.",Featherweight,5 ft 6.5 in (1.69 m),,Southpaw,48,43,23,4,1,,M,169 ,,USA,American,Aquarius,featherweight
1382,Antonio Cermeño,1969-03-06,"Río Chico, Miranda, Venezuela",Super bantamweight/Featherweight/Super featherweight,5 ft 9+1⁄2 in (177 cm),,Orthodox,52,45,31,7,,,M,177 ,,Venezuela,Venezuelan,Pisces,super bantamweight
1383,Nicholas Walters,1986-01-04,"Montego Bay, Jamaica",Featherweight/Super featherweight,5 ft 7 in (170 cm),73 in (185 cm),Orthodox,30,28,22,1,1,,M,170 ,185,Jamaica,Jamaican,Capricorn,featherweight
1384,Jesús Cuellar,1986-12-28,"José C. Paz, Buenos Aires, Argentina",Featherweight/Super featherweight,5 ft 5+1⁄2 in (166 cm)[1],69 in (175 cm)[1],Southpaw,33,29,22,4,,,M,166 ,175,Argentina,Argentine,Aquarius,featherweight
1385,Mauricio Lara,1998-02-23,"Mexico City, Mexico",Featherweight,5 ft 7 in (170 cm),,Orthodox,31,26,19,3,2,,M,170 ,,Mexico,Mexican,Pisces,featherweight
1386,Raymond Ford,1999-03-16,"Camden, New Jersey, U.S.",Featherweight/Super featherweight,5 ft 6 in (168 cm),69 in (175 cm),Southpaw,16,15,8,0,1,,M,168 ,175,USA,American,Pisces,featherweight
1387,Jonathan Victor Barros,1984-01-30,"Guaymallén, Mendoza, Argentina",Featherweight/Super featherweight/Lightweight,5 ft 9 in (1.75 m),70 in (180 cm),Orthodox,52,43,22,8,1,0,M,175 ,180,Argentina,Argentine,Aquarius,featherweight
1388,Xu Can,1994-03-09,"Fuzhou, Jiangxi, China",Featherweight/Super-featherweight/Light-welterweight,5 ft 9 in (175 cm),69 in (175 cm),Orthodox,23,19,4,4,,,M,175 ,175,China,Chinese,Pisces,featherweight
1389,Hong Soo-hwan,1950-05-26,"Seoul, South Korea",Bantamweight/Super-bantamweight,5 ft 7 in (170 cm),,Orthodox,50,41,14,5,4,,M,170 ,,South Korea,South Korean,Gemini,bantamweight
1390,Leo Randolph,1958-02-27,"Columbus, Mississippi, USA",Super bantamweight,5 ft 5 in (165 cm),66 in (168 cm),Orthodox,19,17,9,2,,,M,165 ,168,USA,American,Pisces,super bantamweight
1391,Sergio Víctor Palma,1956-01-01,"La Tigra, Chaco Province, Argentina",Super bantamweight,5 ft 4+1⁄2 in (164 cm),,Orthodox,62,52,20,5,5,0,M,164 ,,Argentina,Argentine,Capricorn,super bantamweight
1392,Leo Cruz,1953-01-17,"Santiago de los Caballeros, Dominican Republic",Super bantamweight,5 ft 5+1⁄2 in (166 cm),,Orthodox,51,41,18,8,2,,M,166 ,,Dominican Republic,Dominican,Capricorn,super bantamweight
1393,Loris Stecca,1960-03-30,"Santarcangelo di Romagna, Italy",Super bantamweight/Featherweight,5 ft 5+1⁄2 in (166 cm),,Orthodox,59,55,37,2,2,,M,166 ,,Italy,Italian,Aries,super bantamweight
1394,Victor Callejas,,,Super bantamweight,5 ft 6 in (168 cm),,,31,27,22,3,,1,M,168 ,,,,Sagittarius,super bantamweight
1395,Juan José Estrada,1872-01-01,,,,,,,,,,,,M,,,,,Capricorn,
1396,Jesus Salud,1963-05-03,"Sinait, Ilocos Sur, Philippines",Bantamweight/Super bantamweight,5 ft 6 in (168 cm),65 in (165 cm),Orthodox,76,63,38,13,,,M,168 ,165,Philippines,Filipino,Taurus,bantamweight
1397,Néstor Garza,1976-11-24,"Reynosa, Tamaulipas, Mexico",Super Bantamweight,5 ft 4+1⁄2 in (164 cm),65 in (165 cm),Orthodox,46,41,33,5,0,0,M,164 ,165,Mexico,Mexican,Sagittarius,super bantamweight
1398,Yober Ortega,1965-08-21,,super bantamweight/featherweight,5 ft 7 in (170 cm),,Southpaw,44,35,24,6,3,0,M,170 ,,,,Leo,super bantamweight
1399,Yoddamrong Sithyodthong,1981-02-15,"Uthai Thani, Thailand",Super-bantamweight/Featherweight,168 cm (5 ft 6 in),,,51,43,18,7,1,,M,168 ,,Thailand,Thai,Aquarius,super bantamweight
1400,Osamu Sato,1960-04-14,"Kyoto, Japan",,,,,,,,,,,M,,,Japan,Japanese,Aries,
1401,Salim Medjkoune,1972-01-04,"Aubière, France",Bantamweight/Super bantamweight,5 ft 5+1⁄2 in (166 cm),68 in (173 cm),Southpaw,49,43,21,5,1,,M,166 ,173,France,French,Capricorn,bantamweight
1402,Mahyar Monshipour,1975-03-21,"Bam, Iran",Super Bantamweight,5 ft 4+1⁄2 in (164 cm),,,37,31,21,4,2,0,M,164 ,,Iran,Iranian,Aries,super bantamweight
1403,Somsak Sithchatchawal,1977-07-17,"Mae Mo, Lampang, Thailand",Super-flyweight/Super-bantamweight/Super-featherweight,5 ft 7 in (170 cm),,,68,60,43,4,3,1,M,170 ,,Thailand,Thai,Cancer,super flyweight
1404,Lee Ryol-li,1982-05-20,,Super bantamweight/Featherweight,5 ft 8.5 in (1.74 m),68 in (173 cm),,,20,,4,2,,M,174 ,173,,,Taurus,super bantamweight
1405,Akifumi Shimoda,1984-09-11,"Sapporo, Japan",Super bantamweight,5 ft 7+1⁄2 in (171 cm),65 in (165 cm),Southpaw,39,31,14,6,2,,M,171 ,165,Japan,Japanese,Virgo,super bantamweight
1406,Rico Ramos,1987-06-20,"Los Angeles, California, U.S.",Super bantamweight/Featherweight,5 ft 5 in (165 cm),67 in (170 cm),Orthodox,36,30,14,6,,,M,165 ,170,USA,American,Gemini,super bantamweight
1407,Scott Quigg,1988-10-09,"Bury, Greater Manchester,England",Super-bantamweight/Featherweight,5 ft 8 in (173 cm)[1],67 in (170 cm),Orthodox,40,35,26,3,2,,M,173 ,170,England,British,Libra,super bantamweight
1408,T. J. Doheny,1986-11-02,"Portlaoise, Ireland",Super-bantamweight,5 ft 5+1⁄2 in (166 cm),68 in (173 cm),Southpaw,29,25,19,4,,,M,166 ,173,Ireland,Irish,Scorpio,super bantamweight
1409,Ricardo Cordoba,1983-10-11,"Santa Marta, Panama",super flyweight/bantamweight/super bantamweight,5 ft 8 in (173 cm),,southpaw,44,39,25,3,2,0,M,173 ,,Panama,Panamanian,Libra,super flyweight
1410,Bernard Dunne,1980-02-06,"Clondalkin, Dublin, Ireland",Super Bantamweight,5 ft 7 in (1.70 m),,,30,28,15,2,0,0,M,170 ,,Ireland,Irish,Aquarius,super bantamweight
1411,Poonsawat Kratingdaenggym,1980-11-20,"Amphoe Phu Phan, Sakon Nakhon Province, Thailand",Bantamweight/Super bantamweight,,,Orthodox,44,42,30,2,0,0,M,,,Thailand,Thai,Scorpio,bantamweight
1412,Nehomar Cermeño,1979-06-07,"Barcelona, Anzoátegui,Venezuela",Bantamweight/Super bantamweight/Featherweight,5 ft 6 in (168 cm),69.5 in (177 cm),Orthodox,37,27,16,8,1,1,M,168 ,177,Venezuela,Venezuelan,Gemini,bantamweight
1413,Shun Kubo,1990-04-08,"Kyoto, Japan",Super-bantamweight,5 ft 9+1⁄2 in (177 cm),71 in (180 cm),Southpaw,18,15,10,3,,,M,177 ,180,Japan,Japanese,Aries,super bantamweight
1414,Pete Herman,1896-02-12,"Convent, Louisiana, U.S.",Bantamweight,5 ft 2 in (1.57 m),,Orthodox,145,100,20,32,13,,M,157 ,,USA,American,Aquarius,bantamweight
1415,Johnny Buff,1888-06-12,"Perth Amboy, New Jersey, U.S.",Bantamweight,5 ft 3 in (1.60 m),,,100 [1] (With the inclusion of newspaper decisions),67,14,20,9,4,M,160 ,,USA,American,Gemini,bantamweight
1416,Abe Goldstein,1898-09-10,"New York City, New York, U.S.",Bantamweight,5 ft 5 in (1.65 m),,Orthodox,136;[1] with the inclusion of newspaper decisions,102,35,24,9,1,M,165 ,,USA,American,Virgo,bantamweight
1417,Bud Taylor,1903-07-22,"Terre Haute, Indiana, United States",Bantamweight,,,Orthodox,164;[1] with the inclusion of newspaper decisions,116,37,32,16,,M,,,USA,American,Cancer,bantamweight
1418,Bushy Graham,1903-06-18,"Calabria, Italy",Bantamweight,5 ft 5 in (1.65 m),5 ft 4 in (1.63 m),,137,110,39,19,8,,M,165 ,163,Italy,Italian,Gemini,bantamweight
1419,Panamá Al Brown,,,Flyweight/Bantamweight/Featherweight,5 ft 9 in (175 cm)[1],72.5 in (184 cm)[1],Orthodox,163,131,59,20,12,,M,175 ,184,,,Sagittarius,flyweight
1420,Eugène Huat,1907-02-08,"Reims, France",Flyweight/bantamweight,5 ft 1 in (155 cm),,,133,80,41,44,9,,M,155 ,,France,French,Aquarius,flyweight
1421,Louis Salica,1912-11-16,"Brooklyn, New York",Bantamweight,5 ft 4 in (1.63 m),,Orthodox,91,62,13,17,12,,M,163 ,,USA,American,Scorpio,bantamweight
1422,Raúl Macías,,,Bantamweight,1.61 m (5 ft 3+1⁄2 in),1.61 m (63 in),Orthodox,43,41,25,2,,,M,161 ,160.0,,,Sagittarius,bantamweight
1423,Takuya Muguruma,,,,1.84 m (6 ft 1⁄2 in),,,,,,,,,M,184 ,,,,Sagittarius,
1424,Kaokor Galaxy,1959-05-15,"Phetchabun, Thailand",Bantamweight,5 ft 4 in (163 cm),,Southpaw,26,24,19,2,,,M,163 ,,Thailand,Thai,Taurus,bantamweight
1425,Moon Sung-kil,1963-07-20,"Yeongam, South Jeolla South Korea",Super-flyweight/Bantamweight,5 ft 5 in (165 cm),66 in (168 cm),Orthodox,22,20,15,2,,,M,165 ,168,South Korea,South Korean,Cancer,super flyweight
1426,Eidy Moya,1974-09-04,"Barcelona, Venezuela",bantamweight,5 ft 5 in (165 cm),,orthodox,21,17,9,3,1,,M,165 ,,Venezuela,Venezuelan,Virgo,bantamweight
1427,Volodymyr Sydorenko,1976-09-23,"Energodar, Ukrainian SSR,Soviet Union",Bantamweight,1.62 m (5 ft 4 in),,Orthodox,27,22,7,3,2,,M,162 ,,Ukraine,Ukrainian,Libra,bantamweight
1428,Anselmo Moreno,1985-06-28,"El Martillo, San Miguelito,Panama",Super flyweight/Bantamweight/Super bantamweight,168 cm (5 ft 6 in),177 cm (70 in),Southpaw,49,42,15,6,1,,M,168 ,177.8,Panama,Panamanian,Cancer,super flyweight
1429,Zhanat Zhakiyanov,1983-11-04,"Blagoveshchenka, Jambyl Region, Kazakh SSR(now Kazakhstan)",Bantamweight,5 ft 7 in (170 cm),67 in (170 cm),Orthodox,29,27,18,2,,,M,170 ,170,Kazakhstan,Kazakh,Scorpio,bantamweight
1430,Takuma Inoue,1995-12-26,"Zama, Kanagawa, Japan",Super-flyweight/Bantamweight/Super-bantamweight,5 ft 4+1⁄2 in (164 cm),64 in (163 cm),Orthodox,20,19,5,1,,,M,164 ,163,Japan,Japanese,Aquarius,super flyweight
1431,Koki Kameda,1986-11-17,"Osaka, Japan",Light-flyweight/Flyweight/Super-flyweight/Bantamweight,1.66 m (5 ft 5 in),1.68 m (66 in),Southpaw,35,33,18,2,,,M,166 ,167.6,Japan,Japanese,Scorpio,light flyweight
1432,Gustavo Ballas,1958-02-10,"Villa María, Argentina",Super flyweight,5 ft 2 in (157 cm),,Orthodox,120,105,29,9,6,0,M,157 ,,Argentina,Argentine,Aquarius,super flyweight
1433,Rafael Pedroza,1955-03-27,"Colón, Panama",Light flyweight/Super flyweight,5 ft 3+1⁄2 in (161 cm),,Orthodox,28,19,15,8,1,0,M,161 ,,Panama,Panamanian,Aries,light flyweight
1434,Khaosai Galaxy,1959-05-15,"Ban Cha Lianglab, Tambon Na Pa, Mueang Phetchabun, Phetchabun, Thailand",,5 ft 5 in (165 cm),,Southpaw,51,50,44,1,,,M,165 ,,Thailand,Thai,Taurus,
1435,Katsuya Onizuka,1970-03-12,"Kitakyushu, Fukuoka, Japan",Super flyweight,5 ft 8 in (173 cm),,Orthodox,25,24,17,1,,,M,173 ,,Japan,Japanese,Pisces,super flyweight
1436,Lee Hyung-chul,1971-02-19,South Korea,,,,,,,,,,,M,,,South Korea,South Korean,Pisces,
1437,Alimi Goitia,1970-06-28,"Puerto Cabello, Venezuela",Super flyweight,5 ft 6 in (168 cm),68 in (173 cm),Southpaw,20,16,13,4,,,M,168 ,173,Venezuela,Venezuelan,Cancer,super flyweight
1438,Yokthai Sithoar,1974-12-25,,Super flyweight/Featherweight,1.70 m (5 ft 7 in),,,,0,,1,3,,M,170 ,,,,Aquarius,super flyweight
1439,Satoshi Iida,1969-08-11,"Nagoya, Japan",Super flyweight,5 ft 5 in (165 cm),65 in (166 cm),Southpaw,28,25,11,2,1,0,M,165 ,166,Japan,Japanese,Leo,super flyweight
1440,Hideki Todaka,1973-03-16,"Miyazaki, Japan",Bantamweight,,,Orthodox,26,21,10,4,1,0,M,,,Japan,Japanese,Pisces,bantamweight
1441,Leo Gámez,1963-08-08,"San Juan de Los Morros, Venezuela",Mini flyweight/Light flyweight/Flyweight/Super flyweight,5 ft (152 cm),63+1⁄2 in (161 cm),Orthodox,48,35,26,12,1,,M,152 ,161,Venezuela,Venezuelan,Leo,light flyweight
1442,Celes Kobayashi,1973-02-27,"Iwai, Ibaraki, Japan",Super flyweight,5 ft 6+1⁄2 in (169 cm),,Southpaw,32,24,14,5,3,,M,169 ,,Japan,Japanese,Pisces,super flyweight
1443,Alexander Muñoz,1979-02-08,"San Felix, Bolivar, Venezuela",Super flyweight/Bantamweight/Super bantamweight,5 ft 5+1⁄2 in (166 cm),68.5 in (174 cm),Orthodox,51,41,31,10,,,M,166 ,174,Venezuela,Venezuelan,Aquarius,super flyweight
1444,Martín Castillo,1977-01-13,"Mexico City, Mexico",Super flyweight,5 ft 6 in (1.68 m),160 cm (63 in),Orthodox,39,35,18,4,0,0,M,168 ,160.0,Mexico,Mexican,Capricorn,super flyweight
1445,Nobuo Nashiro,1981-10-12,"Nara, Nara, Japan",Super flyweight,162 cm (5 ft 4 in),,Orthodox,26,19,13,6,1,0,M,162 ,,Japan,Japanese,Libra,super flyweight
1446,Tomonobu Shimizu,1981-06-28,"Fukui, Fukui, Japan",Super Flyweight,5 ft 6 in (1.68 m),,Orthodox,24,19,9,4,1,,M,168 ,,Japan,Japanese,Cancer,super flyweight
1447,Tepparith Kokietgym,1988-11-22,"Kosum Phisai, Thailand",Flyweight/Super flyweight,160 cm (5 ft 3 in),,,38,35,21,3,,,M,160 ,,Thailand,Thai,Sagittarius,flyweight
1448,Kohei Kono,1980-11-23,"Nakakoma District, Yamanashi, Japan",Super-flyweight/Bantamweight,5 ft 5.5 in (1.66 m),67 in (170 cm),Orthodox,46,33,14,12,1,,M,166 ,170,Japan,Japanese,Sagittarius,super flyweight
1449,Liborio Solís,1982-03-21,"Maracay, Venezuela",Super flyweight/Bantamweight,5 ft 4 in (163 cm),69+1⁄2 in (177 cm),Orthodox,44,37,18,7,1,1,M,163 ,177,Venezuela,Venezuelan,Aries,super flyweight
1450,Denkaosan Kaovichit,1976-08-23,,,1.61 m (5 ft 3 in),168 cm (66.1 in),Orthodox,,63,,7,1,,M,161 ,167.9,,,Virgo,
1451,Luis Concepción,1985-10-06,"Panama City, Panama",Flyweight/Super flyweight,5 ft 2 in (157 cm),63 in (160 cm),Orthodox,50,40,29,10,,,M,157 ,160,Panama,Panamanian,Libra,flyweight
1452,Kal Yafai,1989-06-11,"Birmingham, West Midlands, England",Super flyweight,5 ft 4 in (163 cm),,Orthodox,29,27,15,2,,,M,163 ,,England,British,Gemini,super flyweight
1453,Joshua Franco,1995-10-27,"San Antonio, Texas, U.S.",Super flyweight/Bantamweight,5 ft 5 in (165 cm),67 in (170 cm),Orthodox,24,18,8,2,3,1,M,165 ,170,USA,American,Scorpio,super flyweight
1454,Andrew Moloney,,,Super-flyweight/Bantamweight,165cm (5ft 5 ),165 cm (65 in),,30,26,16,3,,1,M,165,165.1,,,Sagittarius,super flyweight
1455,Jimmy Wilde,1892-05-15,"Quakers Yard, Merthyr Tydfil, Wales",Flyweight,5 ft 2 in (1.57 m),66 in (168 cm),Orthodox,150,137,99,4,1,8,M,157 ,168,Wales,British,Taurus,flyweight
1456,Pinky Silverberg,,,Flyweight,,,,82,34,5,34,14,0,M,,,,,Sagittarius,flyweight
1457,Frankie Genaro,1901-08-26,"New York, New York, U.S.",Flyweight,5 ft 2 in (157 cm)[1],,Orthodox,131,98,19,23,9,2,M,157 ,,USA,American,Virgo,flyweight
1458,Émile Pladner,1906-09-02,"Clermont-Ferrand, Puy-de-Dôme, France",Flyweight/bantamweight,5 ft 2 in (157 cm),64 in (163 cm),,133,104,38,16,13,,M,157 ,163,France,French,Virgo,flyweight
1459,Little Dado,1916-01-01,"La Carlota, Negros Occidental, Philippines",Flyweight/Bantamweight,,,Orthodox,90,73 (1 NWS),22,6,11,0,M,,,Philippines,Filipino,Capricorn,flyweight
1460,Bernabe Villacampo,1943-06-11,"Toledo City, Cebu, Philippines",Flyweight,,,Southpaw,98,39,26,21,5,,M,,,Philippines,Filipino,Gemini,flyweight
1461,Berkrerk Chartvanchai,1944-10-25,"Bangkok, Thailand",Flyweight,5 ft 6 in (168 cm),,Orthodox,40,29,6,8,3,,M,168 ,,Thailand,Thai,Scorpio,flyweight
1462,Masao Ohba,,,Flyweight,5 ft 6 in (1.68 m)[1],,Orthodox,38,35,16,2,1,,M,168 ,,,,Sagittarius,flyweight
1463,Susumu Hanagata,1947-01-21,"Yokohama, Japan",Flyweight,5 ft 3+1⁄2 in (161 cm),160 cm (63 in),orthodox,65,41,8,16,8,,M,161 ,160.0,Japan,Japanese,Aquarius,flyweight
1464,Guty Espadas,1954-12-20,"Mérida, Yucatán, Mexico",Lightweight/Featherweight/Super bantamweight/Flyweight,,,,50,39,28,6,5,,M,,,Mexico,Mexican,Capricorn,flyweight
1465,Kim Tae-shik,1957-07-04,"Mukho, Gangwon-do, South Korea",Flyweight,5 ft 3.5 in (1.61 m),,,20,17,13,3,,,M,161 ,,South Korea,South Korean,Cancer,flyweight
1466,Peter Mathebula,,,Flyweight/Bantamweight,,,Orthodox,45,36,17,9,,,M,,,,,Sagittarius,flyweight
1467,Fidel Bassa,1962-12-18,"El Retén, Colombia",Flyweight,5 ft 3+1⁄2 in (161 cm),,Orthodox,24,22,15,1,1,0,M,161 ,,Colombia,Colombian,Capricorn,flyweight
1468,Lee Yul-woo,1967-01-25,"Okcheon County, South Korea",Light-flyweight/Flyweight,5 ft 5 in (165 cm),,Orthodox,22,19,10,3,,,M,165 ,,South Korea,South Korean,Aquarius,light flyweight
1469,Leopard Tamakuma,1964-01-25,"Aomori, Japan",Flyweight,5 ft 8 in (173 cm),,Southpaw,33,27,13,5,1,,M,173 ,,Japan,Japanese,Aquarius,flyweight
1470,Kim Yong-kang,1965-01-03,"Hwaseong, South Korea",Light flyweight/Flyweight/Super flyweight,5 ft 7 in (170 cm),,Orthodox,31,26,11,5,,,M,170 ,,South Korea,South Korean,Capricorn,light flyweight
1471,Aquiles Guzmán,1965-04-13,"Anzoátegui, Venezuela",Flyweight/Super flyweight,,,,31,14,8,14,3,0,M,,,Venezuela,Venezuelan,Aries,flyweight
1472,David Grimán,1967-03-10,"Los Teques, Venezuela",Flyweight/Super flyweight,,,Orthodox,27,22,14,5,0,0,M,,,Venezuela,Venezuelan,Pisces,flyweight
1473,Saen Sor Ploenchit,1971-05-18,"Prachathipat, Thanyaburi, Pathum Thani, Thailand",Flyweight/Super-flyweight,5 ft 6 in (168 cm),,Orthodox,47,44,14,3,,,M,168 ,,Thailand,Thai,Taurus,flyweight
