,Name,Birthday,Place_of_birth,Weight,Height,Reach,Stance,Total Fights,Wins,Wins by KO,Losses,Draws,No Contests,Sex,Height_cm,Reach_cm,Country
1411,Poonsawat Kratingdaenggym,1980-11-20,"Amphoe Phu Phan, Sakon Nakhon Province, Thailand",Bantamweight/Super bantamweight,,,Orthodox,44,42,30,2,0,0,M,,,Thailand
1412,Nehomar Cermeño,1979-06-07,"Barcelona, Anzoátegui,Venezuela",Bantamweight/Super bantamweight/Featherweight,5 ft 6 in (168 cm),69.5 in (177 cm),Orthodox,37,27,16,8,1,1,M,168 ,177 ,Venezuela
1413,Shun Kubo,1990-04-08,"Kyoto, Japan",Super-bantamweight,5 ft 9+1⁄2 in (177 cm),71 in (180 cm),Southpaw,18,15,10,3,,,M,177 ,180 ,Japan
1414,Pete Herman,1896-02-12,"Convent, Louisiana, U.S.",Bantamweight,5 ft 2 in (1.57 m),,Orthodox,145,100,20,32,13,,M,157 ,,USA
1415,Johnny Buff,1888-06-12,"Perth Amboy, New Jersey, U.S.",Bantamweight,5 ft 3 in (1.60 m),,,100 [1] (With the inclusion of newspaper decisions),67,14,20,9,4,M,160 ,,USA
1416,Abe Goldstein,1898-09-10,"New York City, New York, U.S.",Bantamweight,5 ft 5 in (1.65 m),,Orthodox,136;[1] with the inclusion of newspaper decisions,102,35,24,9,1,M,165 ,,USA
1417,Bud Taylor,1903-07-22,"Terre Haute, Indiana, United States",Bantamweight,,,Orthodox,164;[1] with the inclusion of newspaper decisions,116,37,32,16,,M,,,USA
1418,Bushy Graham,1903-06-18,"Calabria, Italy",Bantamweight,5 ft 5 in (1.65 m),5 ft 4 in (1.63 m),,137,110,39,19,8,,M,165 ,1.63 ,Italy
1419,Panamá Al Brown,,,Flyweight/Bantamweight/Featherweight,5 ft 9 in (175 cm)[1],72.5 in (184 cm)[1],Orthodox,163,131,59,20,12,,M,175 ,184 ,unknown
1420,Eugène Huat,1907-02-08,"Reims, France",Flyweight/bantamweight,5 ft 1 in (155 cm),,,133,80,41,44,9,,M,155 ,,France
1421,Louis Salica,1912-11-16,"Brooklyn, New York",Bantamweight,5 ft 4 in (1.63 m),,Orthodox,91,62,13,17,12,,M,163 ,,USA
1422,Raúl Macías,,,Bantamweight,1.61 m (5 ft 3+1⁄2 in),1.61 m (63 in),Orthodox,43,41,25,2,,,M,161 ,63 in,unknown
1423,Takuya Muguruma,,,,1.84 m (6 ft 1⁄2 in),,,,,,,,,M,184 ,,unknown
1424,Kaokor Galaxy,1959-05-15,"Phetchabun, Thailand",Bantamweight,5 ft 4 in (163 cm),,Southpaw,26,24,19,2,,,M,163 ,,Thailand
1425,Moon Sung-kil,1963-07-20,"Yeongam, South Jeolla South Korea",Super-flyweight/Bantamweight,5 ft 5 in (165 cm),66 in (168 cm),Orthodox,22,20,15,2,,,M,165 ,168 ,South Korea
1426,Eidy Moya,1974-09-04,"Barcelona, Venezuela",bantamweight,5 ft 5 in (165 cm),,orthodox,21,17,9,3,1,,M,165 ,,Venezuela
1427,Volodymyr Sydorenko,1976-09-23,"Energodar, Ukrainian SSR,Soviet Union",Bantamweight,1.62 m (5 ft 4 in),,Orthodox,27,22,7,3,2,,M,162 ,,Ukraine
1428,Anselmo Moreno,1985-06-28,"El Martillo, San Miguelito,Panama",Super flyweight/Bantamweight/Super bantamweight,168 cm (5 ft 6 in),177 cm (70 in),Southpaw,49,42,15,6,1,,M,168 ,70 in,Panama
1429,Zhanat Zhakiyanov,1983-11-04,"Blagoveshchenka, Jambyl Region, Kazakh SSR(now Kazakhstan)",Bantamweight,5 ft 7 in (170 cm),67 in (170 cm),Orthodox,29,27,18,2,,,M,170 ,170 ,Kazakhstan
1430,Takuma Inoue,1995-12-26,"Zama, Kanagawa, Japan",Super-flyweight/Bantamweight/Super-bantamweight,5 ft 4+1⁄2 in (164 cm),64 in (163 cm),Orthodox,20,19,5,1,,,M,164 ,163 ,Japan
1431,Koki Kameda,1986-11-17,"Osaka, Japan",Light-flyweight/Flyweight/Super-flyweight/Bantamweight,1.66 m (5 ft 5 in),1.68 m (66 in),Southpaw,35,33,18,2,,,M,166 ,66 in,Japan
1432,Gustavo Ballas,1958-02-10,"Villa María, Argentina",Super flyweight,5 ft 2 in (157 cm),,Orthodox,120,105,29,9,6,0,M,157 ,,Argentina
1433,Rafael Pedroza,1955-03-27,"Colón, Panama",Light flyweight/Super flyweight,5 ft 3+1⁄2 in (161 cm),,Orthodox,28,19,15,8,1,0,M,161 ,,Panama
1434,Khaosai Galaxy,1959-05-15,"Ban Cha Lianglab, Tambon Na Pa, Mueang Phetchabun, Phetchabun, Thailand",,5 ft 5 in (165 cm),,Southpaw,51,50,44,1,,,M,165 ,,Thailand
1435,Katsuya Onizuka,1970-03-12,"Kitakyushu, Fukuoka, Japan",Super flyweight,5 ft 8 in (173 cm),,Orthodox,25,24,17,1,,,M,173 ,,Japan
1436,Lee Hyung-chul,1971-02-19,South Korea,,,,,,,,,,,M,,,South Korea
1437,Alimi Goitia,1970-06-28,"Puerto Cabello, Venezuela",Super flyweight,5 ft 6 in (168 cm),68 in (173 cm),Southpaw,20,16,13,4,,,M,168 ,173 ,Venezuela
1438,Yokthai Sithoar,1974-12-25,,Super flyweight/Featherweight,1.70 m (5 ft 7 in),,,,0,,1,3,,M,170 ,,unknown
1439,Satoshi Iida,1969-08-11,"Nagoya, Japan",Super flyweight,5 ft 5 in (165 cm),65 in (166 cm),Southpaw,28,25,11,2,1,0,M,165 ,166 ,Japan
1440,Hideki Todaka,1973-03-16,"Miyazaki, Japan",Bantamweight,,,Orthodox,26,21,10,4,1,0,M,,,Japan
1441,Leo Gámez,1963-08-08,"San Juan de Los Morros, Venezuela",Mini flyweight/Light flyweight/Flyweight/Super flyweight,5 ft (152 cm),63+1⁄2 in (161 cm),Orthodox,48,35,26,12,1,,M,152 ,161 ,Venezuela
1442,Celes Kobayashi,1973-02-27,"Iwai, Ibaraki, Japan",Super flyweight,5 ft 6+1⁄2 in (169 cm),,Southpaw,32,24,14,5,3,,M,169 ,,Japan
1443,Alexander Muñoz,1979-02-08,"San Felix, Bolivar, Venezuela",Super flyweight/Bantamweight/Super bantamweight,5 ft 5+1⁄2 in (166 cm),68.5 in (174 cm),Orthodox,51,41,31,10,,,M,166 ,174 ,Venezuela
1444,Martín Castillo,1977-01-13,"Mexico City, Mexico",Super flyweight,5 ft 6 in (1.68 m),160 cm (63 in),Orthodox,39,35,18,4,0,0,M,168 ,63 in,Mexico
1445,Nobuo Nashiro,1981-10-12,"Nara, Nara, Japan",Super flyweight,162 cm (5 ft 4 in),,Orthodox,26,19,13,6,1,0,M,162 ,,Japan
1446,Tomonobu Shimizu,1981-06-28,"Fukui, Fukui, Japan",Super Flyweight,5 ft 6 in (1.68 m),,Orthodox,24,19,9,4,1,,M,168 ,,Japan
1447,Tepparith Kokietgym,1988-11-22,"Kosum Phisai, Thailand",Flyweight/Super flyweight,160 cm (5 ft 3 in),,,38,35,21,3,,,M,160 ,,Thailand
1448,Kohei Kono,1980-11-23,"Nakakoma District, Yamanashi, Japan",Super-flyweight/Bantamweight,5 ft 5.5 in (1.66 m),67 in (170 cm),Orthodox,46,33,14,12,1,,M,166 ,170 ,Japan
1449,Liborio Solís,1982-03-21,"Maracay, Venezuela",Super flyweight/Bantamweight,5 ft 4 in (163 cm),69+1⁄2 in (177 cm),Orthodox,44,37,18,7,1,1,M,163 ,177 ,Venezuela
1450,Denkaosan Kaovichit,1976-08-23,,,1.61 m (5 ft 3 in),168 cm (66.1 in),Orthodox,,63,,7,1,,M,161 ,66.1 in,unknown
1451,Luis Concepción,1985-10-06,"Panama City, Panama",Flyweight/Super flyweight,5 ft 2 in (157 cm),63 in (160 cm),Orthodox,50,40,29,10,,,M,157 ,160 ,Panama
1452,Kal Yafai,1989-06-11,"Birmingham, West Midlands, England",Super flyweight,5 ft 4 in (163 cm),,Orthodox,29,27,15,2,,,M,163 ,,England
1453,Joshua Franco,1995-10-27,"San Antonio, Texas, U.S.",Super flyweight/Bantamweight,5 ft 5 in (165 cm),67 in (170 cm),Orthodox,24,18,8,2,3,1,M,165 ,170 ,USA
1454,Andrew Moloney,,,Super-flyweight/Bantamweight,165cm (5ft 5 ),165 cm (65 in),,30,26,16,3,,1,M,165,65 in,unknown
1455,Jimmy Wilde,1892-05-15,"Quakers Yard, Merthyr Tydfil, Wales",Flyweight,5 ft 2 in (1.57 m),66 in (168 cm),Orthodox,150,137,99,4,1,8,M,157 ,168 ,Wales
1456,Pinky Silverberg,,,Flyweight,,,,82,34,5,34,14,0,M,,,unknown
1457,Frankie Genaro,1901-08-26,"New York, New York, U.S.",Flyweight,5 ft 2 in (157 cm)[1],,Orthodox,131,98,19,23,9,2,M,157 ,,USA
1458,Émile Pladner,1906-09-02,"Clermont-Ferrand, Puy-de-Dôme, France",Flyweight/bantamweight,5 ft 2 in (157 cm),64 in (163 cm),,133,104,38,16,13,,M,157 ,163 ,France
1459,Little Dado,1916-01-01,"La Carlota, Negros Occidental, Philippines",Flyweight/Bantamweight,,,Orthodox,90,73 (1 NWS),22,6,11,0,M,,,Philippines
1460,Bernabe Villacampo,1943-06-11,"Toledo City, Cebu, Philippines",Flyweight,,,Southpaw,98,39,26,21,5,,M,,,Philippines
1461,Berkrerk Chartvanchai,1944-10-25,"Bangkok, Thailand",Flyweight,5 ft 6 in (168 cm),,Orthodox,40,29,6,8,3,,M,168 ,,Thailand
1462,Masao Ohba,,,Flyweight,5 ft 6 in (1.68 m)[1],,Orthodox,38,35,16,2,1,,M,168 ,,unknown
1463,Susumu Hanagata,1947-01-21,"Yokohama, Japan",Flyweight,5 ft 3+1⁄2 in (161 cm),160 cm (63 in),orthodox,65,41,8,16,8,,M,161 ,63 in,Japan
1464,Guty Espadas,1954-12-20,"Mérida, Yucatán, Mexico",Lightweight/Featherweight/Super bantamweight/Flyweight,,,,50,39,28,6,5,,M,,,Mexico
1465,Kim Tae-shik,1957-07-04,"Mukho, Gangwon-do, South Korea",Flyweight,5 ft 3.5 in (1.61 m),,,20,17,13,3,,,M,161 ,,South Korea
1466,Peter Mathebula,,,Flyweight/Bantamweight,,,Orthodox,45,36,17,9,,,M,,,unknown
1467,Fidel Bassa,1962-12-18,"El Retén, Colombia",Flyweight,5 ft 3+1⁄2 in (161 cm),,Orthodox,24,22,15,1,1,0,M,161 ,,Colombia
1468,Lee Yul-woo,1967-01-25,"Okcheon County, South Korea",Light-flyweight/Flyweight,5 ft 5 in (165 cm),,Orthodox,22,19,10,3,,,M,165 ,,South Korea
1469,Leopard Tamakuma,1964-01-25,"Aomori, Japan",Flyweight,5 ft 8 in (173 cm),,Southpaw,33,27,13,5,1,,M,173 ,,Japan
1470,Kim Yong-kang,1965-01-03,"Hwaseong, South Korea",Light flyweight/Flyweight/Super flyweight,5 ft 7 in (170 cm),,Orthodox,31,26,11,5,,,M,170 ,,South Korea
1471,Aquiles Guzmán,1965-04-13,"Anzoátegui, Venezuela",Flyweight/Super flyweight,,,,31,14,8,14,3,0,M,,,Venezuela
1472,David Grimán,1967-03-10,"Los Teques, Venezuela",Flyweight/Super flyweight,,,Orthodox,27,22,14,5,0,0,M,,,Venezuela
1473,Saen Sor Ploenchit,1971-05-18,"Prachathipat, Thanyaburi, Pathum Thani, Thailand",Flyweight/Super-flyweight,5 ft 6 in (168 cm),,Orthodox,47,44,14,3,,,M,168 ,,Thailand
1474,Hugo Rafael Soto,1967-08-16,"Catamarca, Argentina",Flyweight/Super flyweight/Bantamweight/Super bantamweight,5 ft 3+1⁄2 in (161 cm),64 in (163 cm),Orthodox,69,55,38,10,2,2,M,161 ,163 ,Argentina
1475,Sornpichai Kratingdaenggym,1974-05-01,,Flyweight/Super-flyweight,1.60 m (5 ft 3 in),,,,30,,4,1,,M,160 ,,unknown
1476,Eric Morel,1975-01-10,"San Juan, Puerto Rico",,5 ft 6.5 in (1.69 m),70 in (180 cm),Orthodox,50,46,23,4,,,M,169 ,180 ,Puerto Rico
1477,Lorenzo Parra,1978-08-19,"Machiques, Venezuela",Light flyweight/Flyweight/Bantamweight/Super bantamweight,5 ft 4+1⁄2 in (164 cm),66 in (168 cm),Orthodox,52,32,19,18,2,,M,164 ,168 ,Venezuela
1478,Takefumi Sakata,1980-01-29,"Aki District, Hiroshima, Japan",Flyweight,5 ft 4 in (162 cm),,Orthodox,44,36,17,6,2,,M,162 ,,Japan
1479,Hernán Márquez,1988-09-04,"Empalme, Sonora, Mexico",Flyweight/Super flyweight,5 ft 2 in (157 cm)[1],48 in (122 cm),Southpaw,59,47,33,10,2,,M,157 ,122 ,Mexico
1480,Artem Dalakian,1987-08-10,"Baku, Azerbaijan SSR, USSR(nowadays Azerbaijan)",Flyweight,5 ft 4+1⁄2 in (164 cm),64+1⁄2 in (164 cm),Orthodox,23,22,15,1,,,M,164 ,164 ,Azerbaijan
1481,Seigo Yuri Akui,1995-09-03,"Kurashiki, Japan",Light flyweight/Flyweight,5 ft 4 in (163 cm),,Orthodox,22,19,11,2,1,,M,163 ,,Japan
1482,Juan Carlos Reveco,1983-08-21,"Malargüe, Argentina",Light flyweight/Flyweight/Super flyweight,5 ft 2 in (157 cm),63+1⁄2 in (161 cm),Orthodox,46,41,20,5,,,M,157 ,161 ,Argentina
1483,Yoko Gushiken,1955-06-26,"Ishigaki, Okinawa Islands, USCAR(nowadays Japan)",Light-flyweight,,,Southpaw,24,23,15,1,,,M,,,Japan
1484,Kim Hwan-jin,1955-06-22,South Korea,Light flyweight,5 ft 1 in (155 cm),,Orthodox,26,22,8,2,2,,M,155 ,,South Korea
1485,Katsuo Tokashiki,1960-07-27,"Okinawa, Okinawa, USCAR(nowadays Japan)",Light flyweight,5 ft 2 in (157 cm),,Orthodox,25,19,4,4,2,,M,157 ,,Japan
1486,Joey Olivo,1958-01-25,"San Fernando, California, U.S.",Light flyweight/Flyweight/Super flyweight/Bantamweight,5 ft 9 in (175 cm),,Orthodox,47,39,11,8,,,M,175 ,,USA
1487,Yuh Myung-woo,1964-01-10,"Seoul, South Korea",Light-flyweight,5 ft 4 in (163 cm),65 in (165 cm),Orthodox,39,38,14,1,,,M,163 ,165 ,South Korea
1488,Choi Hi-yong,1965-09-13,"Busan, South Korea[1]",minimumweight/light flyweight,5′ 4½ in (164 cm),,Orthodox,21,19,8,2,,,M,164 ,,South Korea
1489,Pichitnoi Sitbangprachan,1975-01-31,"Tambon Noen Sa-nga, Mueang Chaiyaphum District, Chaiyaphum Province, Thailand",Junior flyweight,5 ft 4 in (163 cm),,Southpaw,37,34,14,3,,,M,163 ,,Thailand
1490,Beibis Mendoza,1974-06-20,"Arboletes, Colombia",light flyweight,5 ft 4 in (163 cm),,orthodox,34,30,24,4,,,M,163 ,,Colombia
1491,Roberto Vásquez,1984-08-11,"Oxnard, California",Light flyweight/Flyweight/Super flyweight/Bantamweight/Super bantamweight,5 ft 8 in (173 cm),65 in (165 cm),Southpaw,43,34,23,7,2,,M,173 ,165 ,USA
1492,Brahim Asloum,1979-01-31,"Bourgoin-Jallieu, France",Light flyweight,5 ft 5 in (165 cm),,orthodox,26,24,10,2,0,0,M,165 ,,France
1493,Alberto Rossel,1975-01-26,"Talara, Piura, Peru",Light flyweight,5 ft 1 in (155 cm),,,44,34,13,9,0,1,M,155 ,,Peru
1494,Carlos Cañizales,1993-03-11,"Caracas, Venezuela",Light flyweight,5 ft 3 in (160 cm),64+1⁄2 in (164 cm),Orthodox,28,26,19,1,1,,M,160 ,164 ,Venezuela
1495,Esteban Bermudez,1995-10-11,"Nezahualcóyotl, Mexico",Light flyweight,5 ft 7 in (170 cm),,Orthodox,20,14,10,4,2,,M,170 ,,Mexico
1496,Kim Bong-jun,,,Mini-flyweight/Light-flyweight,5 ft 4+1⁄2 in (164 cm),,Orthodox,37,24,10,10,3,,M,164 ,,unknown
1497,Chana Porpaoin,1966-03-25,"Ban Nam Lum, Tambon Ban Klang, Lom Sak District, Phetchabun Province, Northern Thailand",Minimumweight,160 cm (5 ft 3 in),,Orthodox,62,53,19,4,5,0,M,160 ,,Thailand
1498,Noel Arambulet,1974-05-18,"Falcón, Venezuela",minimumweight/light flyweight,5 ft 3+1⁄2 in (161 cm),,Orthodox,33,23,11,8,1,1,M,161 ,,Venezuela
1499,Joma Gamboa,1973-04-25,"Bacolod, Philippines",Minimumweight/Light flyweight,5 ft 6+1⁄2 in (169 cm),,Orthodox,46,33,22,11,2,,M,169 ,,Philippines
1500,Keitaro Hoshino,1969-08-14,"Yokohama, Japan",minimumweight,5 ft 2+1⁄2 in (159 cm),,Orthodox,33,23,6,10,,,M,159 ,,Japan
1501,Yutaka Niida,1978-10-02,"Yokohama, Kanagawa,",minimumweight,5 ft 1+1⁄2 in (156 cm),,Orthodox,28,23,9,2,3,,M,156 ,,
1502,Kwanthai Sithmorseng,1984-08-18,,Minimumweight,160 cm (5 ft 3 in),,Orthodox,,50,,8,1,,M,160 ,,unknown
1503,Pornsawan Porpramook,1978-03-10,"Sa Kaeo, Thailand",Minimumweight/Light flyweight,5 ft 2 in (157 cm),63 in (160 cm),Orthodox,35,28,17,6,1,,M,157 ,160 ,Thailand
1504,Ryo Miyazaki,1988-08-20,"Ōta, Gunma, Japan",Flyweight/Light flyweight/Minimumweight,5 ft 1+1⁄2 in (156 cm),62+1⁄2 in (159 cm),Orthodox,34,26,16,4,4,,M,156 ,159 ,Japan
1505,Byron Rojas,1990-06-23,"Matagalpa, Nicaragua",Mini flyweight,,,Orthodox,37,28,11,4,3,2,M,,,Nicaragua
1506,Knockout CP Freshmart,1990-09-20,"Surin, Thailand",Mini-flyweight,155 cm (5 ft 1 in)[1][2],155 cm (61 in)[1],Orthodox,24,24,9,,,,M,155 ,61 in,Thailand
1507,Erick Rosa,2000-03-18,"Santo Domingo, Dominican Republic",Mini flyweight,5 ft 3 in (160 cm),65 in (165 cm),Southpaw,6,6,2,,,,M,160 ,165 ,Dominican Republic
1508,Jessica McCaskill,1984-09-08,"St. Louis, Missouri, U.S.[2]",Lightweight/Light welterweight/Welterweight,5 ft 6 in (168 cm)[1],69 in (175 cm)[1],Orthodox,16,12,5,3,1,,F,168 ,175 ,USA
1509,Zongju Cai,,,,,,,,,,,,,F,,,unknown
1510,Sarah Bormann,,,,,,,,,,,,,F,,,unknown
1511,Eva Voraberger,,,,,,,,,,,,,F,,,unknown
1512,Daniela Asenjo,,,,,,,,,,,,,F,,,unknown
1513,Sharadene Fortuin,,,,,,,,,,,,,F,,,unknown
1514,Melissa Oddessa Parker,,,,,,,,,,,,,F,,,unknown
1515,Vissia Trovato,,,,,,,,,,,,,F,,,unknown
1516,Ségolène Lefebvre,1993-05-30,,Super-bantamweight/Super-featherweight,,,Orthodox,18,18,1,0,,,F,,,unknown
1517,Iwona Guzowska,,,,,,,,,,,,,F,,,unknown
1518,Licia Boudersa,,,,,,,,,,,,,F,,,unknown
1519,Firuza Sharipova,1994-08-29,"Taraz (Zhambyl), Kazakhstan",Super-featherweight/Lightweight/Light-welterweight,166 cm (5 ft 5+1⁄2 in),166 cm (65 in),Orthodox,17,15,8,2,,,F,166 ,65 in,Kazakhstan
1520,Estelle Yoka Mossely,1992-08-19,"Paris, France",Lightweight,5 ft 6 in (168 cm),,Orthodox,11,11,1,,,,F,168 ,,France
1521,Agnieszka Rylik,,,,,,,,,,,,,F,,,unknown
1522,Svetlana Kulakova,,,,,,,,,,,,,F,,,unknown
1523,Jennifer Retzke,,,,,,,,,,,,,F,,,unknown
1524,Mikaela Laurén,1976-01-20,"Stockholm, Sweden",Welterweight/Light-middleweight/Middleweight,1.78 m (5 ft 10 in),,Orthodox,38,32,13,6,,,F,178 ,,Sweden
1525,Ivana Habazin,,,,,,,,,,,,,F,,,unknown
1526,Mika Iwakawa,1983-07-26,"Kōnan, Kōchi, Japan",Atomweight/Minimumweight/Light-flyweight,161 cm (5 ft 3 in)[1],,Orthodox,20,12,4,7,1,,F,161 ,,Japan
1527,Yuko Kuroki,,,,,,,,,,,,,F,,,unknown
1528,Eri Matsuda,,,,,,,,,,,,,F,,,unknown
1529,Teeraporn Pannimit,1992-08-10,"Phra Nakhon Si Ayutthaya province, Thailand",Light flyweight/Strawweight,5 ft 0 in (152 cm),,Orthodox,29,20,5,9,,,F,152 ,,Thailand
1530,Mako Yamada,1994-05-26,,Mini flyweight/Atomweight,153 cm (5 ft 0 in),,Orthodox,,13,,1,2,,F,153 ,,unknown
1531,Kumiko Seeser Ikehara,,,,,,,,,,,,,F,,,unknown
1532,Kayoko Ebata,,,,,,,,,,,,,F,,,unknown
1533,Nguyễn Thị Thu Nhi,1996-10-22,"Ho Chi Minh City, Vietnam[1]",Mini-flyweight,5 ft 2 in (157 cm)[1],,Orthodox,6,5,1,1,,,F,157 ,,Vietnam
1534,Yesica Bopp,,,,,,,,,,,,,F,,,unknown
1535,Eun Hye Lee,,,,,,,,,,,,,F,,,unknown
1536,Naoko Fujioka,,,,,,,,,,,,,F,,,unknown
1537,[8],,,,,,,,,,,,,F,,,unknown
1538,Melissa McMorrow,,,,,,,,,,,,,F,,,unknown
1539,Nana Yoshikawa,,,,,,,,,,,,,F,,,unknown
1540,Arely Muciño,1989-05-20,"Monterrey, Nuevo León, Mexico",Light flyweight/Flyweight/Super flyweight,5 ft 2 in (157 cm),,Orthodox,34,28,10,3,2,1,F,157 ,,Mexico
1541,Debora Anahí López,,,,,,,,,,,,,F,,,unknown
1542,Carolina Raquel Duer,1978-08-05,"Buenos Aires, Argentina",Super flyweight/Bantamweight,,,Orthodox,28,20,6,6,2,,F,,,Argentina
1543,Raja Amasheh,,,,,,,,,,,,,F,,,unknown
1544,Miyo Yoshida,1988-04-12,"Kagoshima, Kagoshima Prefecture, Japan",Super-flyweight/Bantamweight,5 ft 3+1⁄2 in (161 cm),63+1⁄2 in (161 cm),Orthodox,21,17,0,4,,,F,161 ,161 ,Japan
1545,Tamao Ozawa,,,,,,,,,,,,,F,,,unknown
1546,Kaliesha West,1988-02-11,"South Haven, Michigan, U.S.",Super Bantamweight,5 ft 5 in (165 cm),71 in (180 cm),Orthodox,21,17,4,1,3,0,F,165 ,180 ,USA
1547,Mayra Alejandra Gómez,,,,,,,,,,,,,F,,,unknown
1548,Yésica Patricia Marcos,,,,,,,,,,,,,F,,,unknown
1549,Ina Menzer,,,,,,,,,,,,,F,,,unknown
1550,Heather Hardy,1982-01-25,,Flyweight/Super bantamweight/Featherweight,5 ft 5 in (165 cm),64 in (163 cm),Orthodox,,2,,2,,,F,165 ,163 ,unknown
1551,Ramona Kuehne,,,,,,,,,,,,,F,,,unknown
1552,Enis Pacheco,,,,,,,,,,,,,F,,,unknown
1553,María Elena Maderna,,,,,,,,,,,,,F,,,unknown
1554,Yohana Belén Alfonzo,,,,,,,,,,,,,F,,,unknown
1555,Fernanda Soledad Alegre,,,,,,,,,,,,,F,,,unknown
1556,Adela Celeste del Carmen Peralta,,,,,,,,,,,,,F,,,unknown
1557,Ana Laura Esteche,,,,,,,,,,,,,F,,,unknown
1558,Cecilia Brækhus,,,,,,,,,,,,,F,,,unknown
1559,Oxandia Castillo,,,,,,,,,,,,,F,,,unknown
1560,Christina Hammer,,,,,,,,,,,,,F,,,unknown
1561,Nanako Kikuchi,,,,,,,,,,,,,F,,,unknown
1562,Carina Moreno,,,,,,,,,,,,,F,,,unknown
1563,Mari Ando,,,,,,,,,,,,,F,,,unknown
1564,Eun Soon Choi,,,,,,,,,,,,,F,,,unknown
1565,Naomi Togashi - Interim champion promoted,,,,,,,,,,,,,F,,,unknown
1566,Ibeth Zamora Silva,1989-02-06,"San Cristóbal Huichochitlán, Toluca, Mexico",Mini flyweight/Light flyweight/Flyweight,5 ft 2 in (157 cm),65 in (165 cm),Orthodox,39,32,12,7,,,F,157 ,165 ,Mexico
1567,Kim Clavel,,,,,,,,,,,,,F,,,unknown
1568,Yesica Nery Plata,1994-05-17,,Light flyweight/Flyweight,,,Orthodox,32,30,3,2,,,F,,,unknown
1569,Stefania Bianchini,,,,,,,,,,,,,F,,,unknown
1570,Simona Galassi,1972-06-27,"Forlì, Italy",Flyweight/Super-flyweight,165 cm (5 ft 5 in),,Southpaw,30,23,4,5,1,1,F,165 ,,Italy
1571,Shindo Go,1987-07-18,"Maniwa, Japan[1]",Flyweight/Bantamweight,5 ft 6 in (168 cm)[1],,Orthodox,20,16,11,4,,,F,168 ,,Japan
1572,Myung Ok Ryu,,,,,,,,,,,,,F,,,unknown
1573,Lourdes Juárez,1986-12-19,"Mexico City, Mexico",Light flyweight/Flyweight/Super flyweight,5 ft 1+1⁄2 in (156 cm),62+1⁄2 in (159 cm),Orthodox,37,34,4,2,,1,F,156 ,159 ,Mexico
1574,Asley González Macías,,,,,,,,,,,,,F,,,unknown
1575,Kwang Ok Kim,,,,,,,,,,,,,F,,,unknown
1576,Anita Christensen,,,,,,,,,,,,,F,,,unknown
1577,Susana Vázquez,,,,,,,,,,,,,F,,,unknown
1578,Galina Koleva Ivanova,,,,,,,,,,,,,F,,,unknown
1579,Susie Ramadan,1979-04-10,,Bantamweight/Super-bantamweight,5 ft 3 in (160 cm),,Orthodox,31,28,12,3,,,F,160 ,,unknown
1580,Catherine Phiri,,,Bantamweight/Super-bantamweight,,,,20,16,10,4,,,F,,,unknown
1581,Jackie Nava,,,,,,,,,,,,,F,,,unknown
1582,Alejandra Marina Oliveras,1978-03-20,"El Carmen, Jujuy, Argentina",Super bantamweight/Featherweight/Lightweight/Light welterweight,5 ft 1 in (155 cm),,Orthodox,38,33,16,3,2,0,F,155 ,,Argentina
1583,Marcela Eliana Acuña,,,,,,,,,,,,,F,,,unknown
1584,Yamileth Mercado,1998-03-16,"Chihuahua, México",Super bantamweight,,,,24,21,5,3,,,F,,,Mexico
1585,Jelena Mrdjenovich,1982-06-24,"Hay River, Northwest Territories, Canada[1]",Featherweight/Super-featherweight/Lightweight,5 ft 7 in (170 cm),,Orthodox,55,41,19,12,2,,F,170 ,,Canada
1586,Edith Soledad Matthysse,,,,,,,,,,,,,F,,,unknown
1587,Olivia Gerula,,,,,,,,,,,,,F,,,unknown
1588,Frida Wallberg,1983-04-28,"Åtvidaberg, Sweden",Super-featherweight,5 ft 6+1⁄2 in (169 cm),,Orthodox,12,11,2,1,,,F,169 ,,Sweden
1589,Eva Wahlström,1980-10-30,"Loviisa, Finland",Super-featherweight/Lightweight,1.68 m (5 ft 6 in),,Orthodox,27,23,3,2,2,,F,168 ,,Finland
1590,Eliza Olson,,,,,,,,,,,,,F,,,unknown
1591,Ann Saccurato,,,,,,,,,,,,,F,,,unknown
1592,Érica Anabella Farías,1984-07-13,"Buenos Aires, Argentina",Lightweight/Light welterweight/Welterweight,,,,34,27,10,7,,,F,,,Argentina
1593,Mónica Silvina Acosta,,,,,,,,,,,,,F,,,unknown
1594,Jisselle Salandy,,,,,,,,,,,,,F,,,unknown
1595,Christy Martin,1968-06-12,"Mullens, West Virginia, U.S.[2]",Light middleweight/Middleweight/Super middleweight,5 ft 4+1⁄2 in (164 cm)[1],64 in (163 cm)[1],Orthodox,59,49,31,7,3,,F,164 ,163 ,USA
1596,Mia St John,1967-06-24,"San Francisco, California, U.S.",Welterweight/Light welterweight/Lightweight/Super featherweight/Featherweight,5 ft 6 in (1.68 m),66+1⁄2 in (169 cm),Orthodox,65,49,19,14,2,0,F,168 ,169 ,USA
1597,Tiffany Junot,,,,,,,,,,,,,F,,,unknown
1598,Ewa Piatkowska,1984-09-16,"Radom, Poland",Super lightweight/Welterweight/Light middleweight,1.75 m (5 ft 9 in),1.79 m (70 in),Orthodox,17,16,4,1,,,F,175 ,70 in,Poland
1599,Yvonne Reis,,,,,,,,,,,,,F,,,unknown
1600,Laila Ali,,,,,,,,,,,,,F,,,unknown
